,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Moldova,1068.0,3.0,,11.0,3.0,320.0,10.0,6.0,0.0,0.0,16.0,24.0,,0.0,28.0,,3.0,0.0,,0.0,0.0,6.0,71.0,13.0,49.0,0.0,8.0,0.0,3.0,4.0,0.0,27.0,0.0,103.0,16.0,0.0,14.0,,27.0,29.0,,3.0,0.0,3.0,22.0,0.0,0.0,4.0,0.0,10.0,208.0,0.0,7.0,0.0,8
Monaco,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mongolia,53.0,,0.0,,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,11.0,,0.0,0.0,0.0,0
Montserrat,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Morocco,2684.0,6.0,,18.0,3.0,179.0,72.0,42.0,8.0,16.0,250.0,52.0,,0.0,139.0,18.0,7.0,7.0,16.0,7.0,,62.0,333.0,20.0,26.0,5.0,17.0,0.0,,17.0,14.0,161.0,3.0,424.0,72.0,3.0,93.0,9.0,13.0,118.0,8.0,9.0,0.0,9.0,124.0,0.0,4.0,3.0,,214.0,23.0,,20.0,,29
Mozambique,45.0,0.0,0.0,,,9.0,,0.0,0.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,4.0,0.0,4.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Namibia,22.0,0.0,,0.0,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
Nauru,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Nepal,638.0,,,4.0,,73.0,39.0,7.0,,,7.0,13.0,4.0,,15.0,3.0,4.0,9.0,5.0,3.0,0.0,39.0,29.0,10.0,19.0,0.0,6.0,0.0,15.0,6.0,18.0,26.0,3.0,49.0,11.0,,11.0,0.0,11.0,10.0,0.0,,,,71.0,0.0,,4.0,3.0,68.0,20.0,0.0,5.0,0.0,4
Netherlands,819.0,5.0,,20.0,,186.0,9.0,12.0,,5.0,67.0,21.0,9.0,,15.0,8.0,4.0,,3.0,,,20.0,32.0,27.0,14.0,5.0,3.0,3.0,,6.0,6.0,32.0,4.0,55.0,14.0,0.0,21.0,4.0,10.0,19.0,3.0,6.0,0.0,7.0,55.0,0.0,,8.0,5.0,25.0,30.0,,20.0,,7
Netherlands Antilles,28.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,1
New Caledonia,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Zealand,447.0,,,15.0,,134.0,14.0,4.0,0.0,,27.0,4.0,18.0,,14.0,,3.0,,4.0,,,7.0,7.0,4.0,10.0,0.0,3.0,4.0,,5.0,5.0,13.0,4.0,17.0,4.0,0.0,,,12.0,8.0,0.0,,0.0,,26.0,0.0,,8.0,,10.0,25.0,,6.0,,6
Nicaragua,8164.0,8.0,,53.0,7.0,2354.0,19.0,13.0,0.0,20.0,3710.0,102.0,9.0,4.0,91.0,40.0,4.0,12.0,10.0,82.0,0.0,117.0,36.0,13.0,27.0,3.0,12.0,0.0,11.0,118.0,,170.0,8.0,227.0,82.0,0.0,22.0,7.0,14.0,25.0,8.0,9.0,3.0,7.0,367.0,0.0,9.0,21.0,0.0,131.0,28.0,,44.0,0.0,102
Niger,52.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,12
Nigeria,6582.0,34.0,3.0,49.0,16.0,613.0,48.0,37.0,39.0,72.0,144.0,501.0,5.0,,427.0,79.0,12.0,20.0,15.0,42.0,,625.0,196.0,138.0,210.0,13.0,66.0,0.0,22.0,19.0,5.0,404.0,3.0,744.0,97.0,4.0,136.0,42.0,18.0,125.0,44.0,12.0,3.0,77.0,1113.0,0.0,5.0,7.0,5.0,116.0,44.0,3.0,38.0,,87
Niue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Northern Mariana Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Norway,105.0,,0.0,,,20.0,0.0,,0.0,,11.0,,,0.0,3.0,,0.0,,0.0,,0.0,,,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,6.0,,,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,,7.0,0.0,,0.0,0
Oman,15.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Pakistan,9147.0,22.0,,57.0,6.0,1265.0,44.0,107.0,27.0,12.0,275.0,236.0,3.0,,879.0,61.0,8.0,40.0,31.0,49.0,3.0,319.0,153.0,254.0,99.0,10.0,71.0,0.0,5.0,26.0,16.0,678.0,16.0,1498.0,116.0,4.0,145.0,31.0,30.0,210.0,14.0,17.0,,40.0,1459.0,0.0,4.0,12.0,,529.0,101.0,13.0,73.0,5.0,69
Palau,40.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,8.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0
Panama,1617.0,13.0,6.0,26.0,,186.0,7.0,10.0,5.0,3.0,277.0,74.0,9.0,,44.0,8.0,3.0,8.0,15.0,16.0,5.0,44.0,20.0,12.0,7.0,6.0,15.0,0.0,7.0,17.0,4.0,54.0,4.0,259.0,50.0,,27.0,9.0,5.0,22.0,3.0,8.0,,11.0,179.0,0.0,18.0,7.0,0.0,48.0,22.0,,14.0,0.0,23
Papua New Guinea,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1
Paraguay,234.0,,,,0.0,26.0,,,0.0,,35.0,6.0,0.0,0.0,6.0,0.0,,3.0,0.0,,0.0,14.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,21.0,0.0,72.0,,0.0,3.0,,,5.0,3.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0
Peru,7965.0,24.0,14.0,84.0,14.0,1486.0,105.0,113.0,12.0,23.0,1547.0,130.0,21.0,14.0,142.0,26.0,5.0,29.0,13.0,14.0,4.0,209.0,135.0,24.0,24.0,5.0,24.0,,13.0,104.0,12.0,1259.0,11.0,916.0,84.0,,65.0,27.0,35.0,77.0,11.0,14.0,3.0,28.0,357.0,0.0,16.0,87.0,4.0,424.0,70.0,3.0,26.0,4.0,69
Philippines,38830.0,60.0,264.0,527.0,45.0,17753.0,200.0,151.0,68.0,43.0,1314.0,253.0,2061.0,67.0,2477.0,184.0,36.0,82.0,75.0,95.0,26.0,548.0,168.0,321.0,213.0,56.0,167.0,22.0,56.0,1427.0,66.0,1801.0,56.0,1557.0,243.0,14.0,287.0,65.0,246.0,273.0,36.0,75.0,18.0,141.0,1873.0,0.0,795.0,72.0,13.0,806.0,1070.0,17.0,147.0,13.0,387
Poland,9320.0,7.0,10.0,82.0,5.0,285.0,82.0,260.0,10.0,3.0,293.0,33.0,7.0,3.0,4347.0,33.0,4.0,9.0,9.0,5.0,7.0,47.0,232.0,240.0,30.0,,20.0,,7.0,32.0,22.0,970.0,3.0,1505.0,40.0,,98.0,4.0,13.0,171.0,23.0,13.0,3.0,10.0,96.0,0.0,,8.0,3.0,36.0,84.0,0.0,65.0,,43
Portugal,2506.0,,,4.0,0.0,213.0,,80.0,0.0,3.0,87.0,12.0,0.0,,5.0,,,0.0,0.0,0.0,,23.0,854.0,,,,0.0,0.0,0.0,7.0,18.0,679.0,,151.0,8.0,0.0,5.0,,,46.0,201.0,0.0,0.0,,14.0,0.0,0.0,3.0,,26.0,9.0,,,0.0,32
Puerto Rico,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Qatar,60.0,0.0,0.0,,0.0,11.0,0.0,0.0,,0.0,3.0,,0.0,0.0,9.0,,0.0,5.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1
Romania,3986.0,4.0,,151.0,12.0,587.0,28.0,23.0,3.0,3.0,197.0,163.0,5.0,12.0,515.0,26.0,11.0,6.0,7.0,14.0,4.0,59.0,74.0,351.0,26.0,8.0,31.0,0.0,,55.0,26.0,164.0,6.0,367.0,39.0,,232.0,4.0,119.0,92.0,6.0,26.0,4.0,45.0,188.0,0.0,4.0,11.0,5.0,45.0,174.0,5.0,7.0,0.0,38
Russia,7660.0,18.0,48.0,83.0,5.0,1531.0,210.0,76.0,7.0,10.0,306.0,126.0,19.0,11.0,325.0,44.0,28.0,21.0,40.0,15.0,18.0,156.0,383.0,135.0,180.0,6.0,58.0,7.0,18.0,63.0,35.0,404.0,19.0,1333.0,72.0,4.0,182.0,28.0,143.0,230.0,17.0,21.0,9.0,27.0,240.0,0.0,7.0,30.0,8.0,124.0,656.0,7.0,59.0,5.0,53
Rwanda,91.0,0.0,0.0,3.0,0.0,,3.0,0.0,0.0,,3.0,9.0,0.0,,8.0,6.0,,0.0,3.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,5.0,,7.0,0.0,,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,,0.0,3.0,,,0.0,0.0,0
Saint Kitts-Nevis,334.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,,,41.0,15.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,,0.0,0.0,0.0,,0.0,,11.0,0.0,97.0,5.0,0.0,0.0,,0.0,0.0,,,0.0,,19.0,0.0,85.0,0.0,0.0,4.0,0.0,0.0,,0.0,10
Saint Lucia,506.0,4.0,0.0,3.0,0.0,11.0,0.0,10.0,,0.0,64.0,14.0,0.0,0.0,4.0,,0.0,3.0,,5.0,0.0,11.0,11.0,,0.0,0.0,,0.0,0.0,,0.0,17.0,0.0,188.0,7.0,,6.0,,0.0,9.0,,,,0.0,41.0,0.0,68.0,0.0,0.0,10.0,,,,0.0,2
Saint Vincent and the Grenadines,450.0,,0.0,,0.0,12.0,,4.0,0.0,4.0,30.0,10.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,,0.0,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,280.0,5.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,,8.0,0.0,15.0,0.0,,7.0,0.0,0.0,0.0,0.0,3
Samoa,163.0,0.0,8.0,3.0,0.0,56.0,4.0,,0.0,0.0,0.0,,40.0,0.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,,8.0,0.0,0.0,,0
Sao Tome and Principe,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,504.0,,0.0,5.0,0.0,80.0,7.0,4.0,0.0,,23.0,9.0,0.0,0.0,54.0,3.0,0.0,,,,,10.0,6.0,22.0,8.0,0.0,4.0,0.0,,4.0,0.0,25.0,,32.0,7.0,0.0,18.0,3.0,7.0,15.0,0.0,4.0,0.0,3.0,71.0,0.0,4.0,,0.0,44.0,5.0,,6.0,0.0,7
Senegal,386.0,0.0,,,0.0,31.0,8.0,,0.0,4.0,10.0,17.0,,0.0,6.0,8.0,,,10.0,3.0,0.0,22.0,15.0,14.0,4.0,0.0,3.0,0.0,0.0,,,15.0,0.0,90.0,6.0,0.0,42.0,,0.0,11.0,7.0,0.0,0.0,3.0,17.0,0.0,0.0,,,7.0,6.0,0.0,6.0,0.0,6
Serbia and Montenegro,3382.0,,4.0,103.0,,251.0,36.0,54.0,4.0,10.0,239.0,49.0,8.0,18.0,376.0,37.0,20.0,4.0,38.0,11.0,3.0,37.0,90.0,214.0,32.0,,44.0,0.0,16.0,23.0,22.0,155.0,,752.0,36.0,8.0,112.0,6.0,57.0,76.0,,5.0,20.0,23.0,149.0,0.0,,14.0,7.0,51.0,45.0,,75.0,0.0,39
Seychelles,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Sierra Leone,1485.0,0.0,,21.0,0.0,76.0,5.0,5.0,10.0,10.0,31.0,70.0,0.0,0.0,14.0,10.0,,,3.0,0.0,,268.0,54.0,13.0,51.0,,16.0,0.0,,0.0,5.0,126.0,,125.0,41.0,4.0,113.0,,,103.0,5.0,,,8.0,83.0,0.0,,3.0,0.0,140.0,16.0,3.0,7.0,0.0,31
Singapore,315.0,,0.0,6.0,0.0,107.0,7.0,,,0.0,12.0,3.0,3.0,,7.0,,4.0,3.0,0.0,,0.0,6.0,9.0,6.0,4.0,0.0,4.0,,,5.0,,14.0,0.0,22.0,3.0,0.0,4.0,3.0,5.0,,0.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,,3.0,11.0,0.0,5.0,0.0,6
Slovak Republic,380.0,0.0,0.0,4.0,,38.0,11.0,4.0,,0.0,27.0,7.0,,,50.0,,,0.0,0.0,,0.0,4.0,,4.0,,0.0,,0.0,0.0,3.0,4.0,74.0,0.0,76.0,,0.0,8.0,0.0,,6.0,0.0,4.0,0.0,0.0,11.0,0.0,,,,7.0,8.0,0.0,7.0,0.0,4
Slovenia,60.0,,0.0,,0.0,7.0,,0.0,0.0,0.0,5.0,,0.0,0.0,4.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,4.0,,6.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,0.0,,,3.0,,0.0,0.0,0.0,0
Solomon Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0
Somalia,3594.0,0.0,0.0,54.0,0.0,172.0,24.0,,,,8.0,115.0,0.0,,71.0,11.0,8.0,3.0,28.0,4.0,102.0,23.0,88.0,32.0,1497.0,0.0,91.0,0.0,8.0,,0.0,4.0,0.0,41.0,35.0,17.0,498.0,0.0,65.0,14.0,0.0,,3.0,90.0,90.0,0.0,0.0,12.0,,85.0,229.0,0.0,30.0,0.0,31
South Africa,2069.0,6.0,,60.0,11.0,465.0,74.0,19.0,4.0,,207.0,115.0,8.0,4.0,81.0,27.0,5.0,8.0,5.0,11.0,,27.0,57.0,26.0,22.0,6.0,25.0,,,21.0,10.0,71.0,3.0,82.0,45.0,,47.0,8.0,26.0,32.0,3.0,35.0,,27.0,218.0,0.0,,19.0,,46.0,52.0,5.0,17.0,,12
"Soviet Union, former",2813.0,4.0,10.0,23.0,,529.0,37.0,17.0,,9.0,111.0,35.0,,4.0,249.0,6.0,5.0,6.0,6.0,3.0,,72.0,144.0,40.0,70.0,3.0,16.0,,,10.0,7.0,181.0,7.0,481.0,17.0,,34.0,,283.0,60.0,13.0,8.0,3.0,10.0,59.0,0.0,0.0,,,65.0,104.0,0.0,20.0,0.0,36
Spain,1175.0,5.0,,12.0,,184.0,21.0,11.0,0.0,10.0,186.0,21.0,3.0,3.0,32.0,10.0,,,10.0,3.0,3.0,20.0,27.0,18.0,10.0,,8.0,,,26.0,9.0,172.0,6.0,110.0,12.0,0.0,13.0,4.0,11.0,14.0,0.0,3.0,0.0,4.0,66.0,0.0,24.0,10.0,,41.0,22.0,,5.0,,11
Sri Lanka,1024.0,3.0,0.0,21.0,,264.0,6.0,11.0,4.0,5.0,31.0,10.0,14.0,3.0,37.0,8.0,,3.0,5.0,,0.0,62.0,30.0,15.0,28.0,,9.0,0.0,,10.0,,66.0,,128.0,23.0,0.0,26.0,6.0,8.0,17.0,0.0,3.0,,,88.0,0.0,0.0,3.0,,28.0,8.0,0.0,17.0,0.0,8
Sudan,2785.0,11.0,4.0,111.0,4.0,141.0,91.0,25.0,,6.0,70.0,104.0,,6.0,86.0,19.0,76.0,25.0,43.0,7.0,36.0,59.0,86.0,81.0,126.0,8.0,59.0,0.0,181.0,13.0,39.0,32.0,5.0,128.0,94.0,49.0,56.0,,11.0,144.0,,6.0,63.0,86.0,217.0,0.0,0.0,55.0,10.0,162.0,99.0,0.0,10.0,0.0,36
Suriname,159.0,,0.0,0.0,0.0,3.0,0.0,,,,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,,4.0,,,0.0,0.0,0.0,0.0,8.0,0.0,56.0,0.0,0.0,0.0,0.0,,,,,0.0,,6.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,1
Swaziland,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sweden,786.0,0.0,4.0,9.0,,229.0,25.0,12.0,,3.0,82.0,23.0,8.0,3.0,23.0,,0.0,,5.0,,,9.0,30.0,15.0,13.0,0.0,7.0,3.0,3.0,7.0,8.0,28.0,,37.0,24.0,0.0,12.0,0.0,13.0,22.0,,6.0,0.0,,40.0,0.0,3.0,9.0,,20.0,27.0,,,0.0,5
Switzerland,501.0,4.0,,11.0,0.0,139.0,12.0,7.0,,3.0,55.0,8.0,7.0,,15.0,3.0,0.0,,,,0.0,4.0,17.0,5.0,6.0,0.0,3.0,0.0,,5.0,6.0,25.0,6.0,46.0,7.0,0.0,6.0,,8.0,7.0,0.0,4.0,,,17.0,0.0,0.0,6.0,,10.0,18.0,0.0,12.0,,3
Syria,1799.0,,0.0,23.0,5.0,486.0,7.0,8.0,,,80.0,15.0,,0.0,177.0,18.0,5.0,9.0,9.0,10.0,,22.0,68.0,98.0,9.0,6.0,10.0,0.0,5.0,12.0,3.0,131.0,,188.0,18.0,0.0,55.0,13.0,10.0,103.0,13.0,5.0,,4.0,82.0,0.0,,0.0,0.0,41.0,11.0,8.0,6.0,0.0,16
Taiwan,7486.0,15.0,4.0,71.0,15.0,3992.0,58.0,29.0,10.0,3.0,110.0,111.0,50.0,9.0,211.0,30.0,19.0,24.0,14.0,22.0,0.0,141.0,120.0,101.0,35.0,5.0,73.0,,7.0,52.0,14.0,379.0,13.0,481.0,47.0,3.0,106.0,11.0,25.0,85.0,0.0,7.0,0.0,21.0,541.0,0.0,10.0,27.0,,105.0,195.0,,31.0,0.0,49
Tajikistan,109.0,0.0,,0.0,,12.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,3.0,,0.0,4.0,0.0,38.0,,0.0,3.0,0.0,6.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,,0
Tanzania,356.0,,0.0,4.0,,57.0,,,,,13.0,22.0,,0.0,8.0,3.0,3.0,3.0,,,0.0,20.0,16.0,7.0,12.0,0.0,5.0,0.0,0.0,3.0,,15.0,0.0,39.0,6.0,0.0,5.0,,,10.0,0.0,,0.0,6.0,41.0,0.0,0.0,0.0,0.0,17.0,15.0,,,0.0,6
Thailand,4438.0,16.0,25.0,47.0,8.0,1610.0,66.0,15.0,,3.0,147.0,63.0,54.0,10.0,167.0,24.0,16.0,20.0,19.0,25.0,10.0,65.0,134.0,44.0,190.0,12.0,30.0,5.0,6.0,130.0,11.0,61.0,10.0,176.0,57.0,6.0,69.0,19.0,77.0,60.0,25.0,9.0,6.0,21.0,259.0,0.0,12.0,15.0,,138.0,196.0,,211.0,,32
Togo,473.0,4.0,0.0,8.0,0.0,16.0,7.0,7.0,,6.0,16.0,35.0,0.0,3.0,33.0,4.0,3.0,,12.0,0.0,5.0,36.0,3.0,0.0,51.0,0.0,,0.0,25.0,0.0,,19.0,0.0,57.0,14.0,3.0,16.0,0.0,,8.0,,,0.0,5.0,23.0,0.0,,9.0,,22.0,3.0,0.0,3.0,0.0,1
Tonga,251.0,0.0,,7.0,0.0,127.0,,0.0,0.0,,,0.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,7
Trinidad and Tobago,4514.0,9.0,0.0,15.0,,107.0,13.0,27.0,17.0,34.0,769.0,142.0,8.0,3.0,34.0,8.0,,6.0,12.0,9.0,,200.0,144.0,19.0,12.0,,11.0,0.0,4.0,10.0,4.0,304.0,7.0,1964.0,39.0,,23.0,9.0,4.0,125.0,6.0,6.0,0.0,9.0,190.0,0.0,34.0,0.0,,94.0,23.0,,,0.0,48
Tunisia,299.0,3.0,0.0,3.0,0.0,51.0,6.0,,3.0,7.0,25.0,,3.0,0.0,9.0,,0.0,4.0,0.0,,0.0,11.0,8.0,16.0,8.0,,3.0,0.0,3.0,5.0,3.0,19.0,0.0,24.0,4.0,0.0,14.0,,,12.0,0.0,,0.0,,11.0,0.0,,,0.0,21.0,3.0,0.0,4.0,0.0,2
Turkey,2009.0,3.0,0.0,20.0,,357.0,19.0,28.0,16.0,13.0,116.0,41.0,4.0,3.0,86.0,15.0,0.0,5.0,,6.0,6.0,60.0,78.0,24.0,22.0,5.0,7.0,0.0,4.0,14.0,7.0,279.0,4.0,346.0,28.0,,34.0,4.0,11.0,48.0,10.0,10.0,,9.0,92.0,0.0,,7.0,3.0,83.0,38.0,0.0,13.0,,24
